fact_table_natural_key (txn_id),accm_txn_complete_time
4857,2022-05-25 10:28:15
4858,2022-05-26 04:53:26
4859,2022-05-20 13:32:02
4860,2022-05-29 06:25:15
4861,2022-05-22 17:14:52
4862,2022-05-28 10:00:51
4863,2022-05-25 04:19:11
4864,2022-05-26 17:53:04
4865,2022-05-29 19:59:00
4866,2022-05-21 21:40:38
4867,2022-05-27 21:52:14
4868,2022-05-24 16:56:33
4869,2022-05-25 14:31:49
4870,2022-05-28 22:22:14
4871,2022-05-28 08:10:31
4872,2022-05-23 05:15:51
4873,2022-05-24 17:56:55
4874,2022-05-21 01:30:40
4875,2022-05-25 20:11:42
4876,2022-05-22 13:07:15
4877,2022-05-29 20:46:01
4878,2022-05-25 15:45:04
4879,2022-05-23 03:10:19
4880,2022-05-30 03:49:18
4881,2022-05-27 22:57:18
4882,2022-05-23 14:03:15
4883,2022-05-28 05:01:31
4884,2022-05-28 03:44:17
4885,2022-05-26 21:12:35
4886,2022-05-26 05:30:15
4887,2022-05-22 06:22:50
4888,2022-05-28 05:02:14
4889,2022-05-23 18:41:14
4890,2022-05-20 16:25:40
4891,2022-05-28 08:38:37
4892,2022-05-26 03:59:12
4893,2022-05-27 20:59:51
4894,2022-05-27 09:31:42
4895,2022-05-25 14:32:46
4896,2022-05-25 19:39:31
4897,2022-05-21 06:59:08
4898,2022-05-22 11:41:37
4899,2022-05-21 18:22:41
4900,2022-05-26 15:46:21
4901,2022-05-20 17:38:39
4902,2022-05-28 01:54:16
4903,2022-05-20 22:46:42
4904,2022-05-22 12:57:48
4905,2022-05-25 23:10:56
4906,2022-05-28 08:30:42
4907,2022-05-23 19:48:38
4908,2022-05-25 23:14:14
4909,2022-05-21 16:23:39
4910,2022-05-21 18:56:04
4911,2022-05-29 01:46:12
4912,2022-05-24 03:06:57
4913,2022-05-28 12:35:54
4914,2022-05-25 04:32:17
4915,2022-05-23 08:46:56
4916,2022-05-30 04:35:32
4917,2022-05-21 15:56:06
4918,2022-05-24 16:28:21
4919,2022-05-20 12:08:20
4920,2022-05-29 18:20:01
4921,2022-05-20 23:48:48
4922,2022-05-26 17:03:12
4923,2022-05-23 06:30:02
4924,2022-05-24 20:31:07
4925,2022-05-26 13:31:10
4926,2022-05-25 23:04:42
4927,2022-05-28 11:36:31
4928,2022-05-20 13:06:58
4929,2022-05-26 13:36:19
4930,2022-05-26 06:46:41
4931,2022-05-23 15:38:35
4932,2022-05-26 02:48:48
4933,2022-05-22 09:53:12
4934,2022-05-26 07:11:08
4935,2022-05-23 15:00:46
4936,2022-05-23 08:31:11
4937,2022-05-28 14:53:57
4938,2022-05-22 19:34:55
4939,2022-05-23 13:02:42
4940,2022-05-29 12:24:02
4941,2022-05-23 17:38:04
4942,2022-05-26 14:15:25
4943,2022-05-25 00:35:10
4944,2022-05-26 14:57:59
4945,2022-05-23 04:08:02
4946,2022-05-24 13:19:21
4947,2022-05-21 15:57:39
4948,2022-05-25 01:01:37
4949,2022-05-24 15:29:57
4950,2022-05-28 20:27:55
4951,2022-05-29 16:14:21
4952,2022-05-20 14:31:48
4953,2022-05-23 22:16:37
4954,2022-05-28 14:22:12
4955,2022-05-25 13:33:07
4956,2022-05-25 10:49:52
4957,2022-05-27 11:36:52
4958,2022-05-22 12:22:27
4959,2022-05-27 08:01:21
4960,2022-05-22 08:20:26
4961,2022-05-28 19:01:26
4962,2022-05-29 14:48:33
4963,2022-05-22 23:30:36
4964,2022-05-23 13:21:46
4965,2022-05-28 22:13:34
4966,2022-05-22 00:44:11
4967,2022-05-25 05:32:09
4968,2022-05-23 17:12:35
4969,2022-05-28 22:40:54
4970,2022-05-30 02:46:24
4971,2022-05-23 18:18:55
4972,2022-05-26 14:08:00
4973,2022-05-20 12:23:17
4974,2022-05-29 18:41:59
4975,2022-05-28 06:19:21
4976,2022-05-27 03:15:55
4977,2022-05-20 21:43:10
4978,2022-05-26 23:36:24
4979,2022-05-21 09:35:45
4980,2022-05-28 23:33:47
4981,2022-05-21 03:21:46
4982,2022-05-30 00:26:54
4983,2022-05-23 15:56:22
4984,2022-05-24 12:03:13
4985,2022-05-23 07:55:29
4986,2022-05-24 18:25:30
4987,2022-05-24 10:04:32
4988,2022-05-28 00:28:56
4989,2022-05-25 11:40:13
4990,2022-05-29 03:24:55
4991,2022-05-23 06:13:35
4992,2022-05-21 12:55:44
4993,2022-05-21 12:55:47
4994,2022-05-24 16:37:54
4995,2022-05-22 12:10:18
4996,2022-05-30 08:16:08
4997,2022-05-26 09:36:00
4998,2022-05-22 01:57:14
4999,2022-05-25 13:14:37
5000,2022-05-23 21:44:33
5001,2022-05-22 11:46:36
5002,2022-05-28 05:05:30
5003,2022-05-27 12:11:01
5004,2022-05-23 06:45:43
5005,2022-05-21 02:49:56
5006,2022-05-27 01:11:38
5007,2022-05-25 03:31:03
5008,2022-05-20 17:50:21
5009,2022-05-22 23:22:58
5010,2022-05-21 20:58:59
5011,2022-05-29 10:33:08
5012,2022-05-23 17:02:47
5013,2022-05-29 03:29:29
5014,2022-05-22 22:37:27
5015,2022-05-30 07:33:41
5016,2022-05-28 10:16:53
5017,2022-05-23 13:20:46
5018,2022-05-27 19:33:06
5019,2022-05-22 10:22:23
5020,2022-05-27 02:15:10
5021,2022-05-28 02:50:59
5022,2022-05-25 21:56:52
5023,2022-05-30 03:16:26
5024,2022-05-22 01:24:37
5025,2022-05-21 06:08:13
5026,2022-05-27 01:28:45
5027,2022-05-23 02:54:28
5028,2022-05-27 11:23:37
5029,2022-05-25 11:07:01
5030,2022-05-21 22:48:25
5031,2022-05-26 07:33:54
5032,2022-05-28 01:38:17
5033,2022-05-27 07:28:56
5034,2022-05-25 21:22:41
5035,2022-05-27 06:00:55
5036,2022-05-24 22:09:56
5037,2022-05-23 02:02:30
5038,2022-05-24 16:09:12
5039,2022-05-29 07:16:38
5040,2022-05-28 04:45:34
5041,2022-05-29 16:00:40
5042,2022-05-21 10:46:48
5043,2022-05-25 12:40:34
5044,2022-05-20 15:21:56
5045,2022-05-26 15:36:03
5046,2022-05-21 16:39:34
5047,2022-05-25 02:21:16
5048,2022-05-27 23:27:02
5049,2022-05-20 21:08:38
5050,2022-05-21 19:35:54
5051,2022-05-23 09:19:40
5052,2022-05-30 03:08:15
5053,2022-05-22 22:59:19
5054,2022-05-27 17:14:33
5055,2022-05-28 04:48:53
5056,2022-05-29 08:36:19
5057,2022-05-22 10:47:01
5058,2022-05-26 11:55:49
5059,2022-05-22 08:08:51
5060,2022-05-24 04:29:11
5061,2022-05-24 14:13:23
5062,2022-05-23 03:16:42
5063,2022-05-25 06:40:55
5064,2022-05-23 12:03:13
5065,2022-05-28 07:17:53
5066,2022-05-21 10:56:52
5067,2022-05-29 13:30:37
5068,2022-05-24 18:50:31
5069,2022-05-25 10:42:26
5070,2022-05-29 10:52:20
5071,2022-05-28 13:27:22
5072,2022-05-23 00:29:17
5073,2022-05-26 01:59:53
5074,2022-05-23 03:08:09
5075,2022-05-23 21:15:32
5076,2022-05-21 01:35:53
5077,2022-05-21 00:49:08
5078,2022-05-25 05:48:59
5079,2022-05-23 20:49:56
5080,2022-05-29 09:22:44
5081,2022-05-26 01:43:35
5082,2022-05-30 02:02:05
5083,2022-05-27 19:36:28
5084,2022-05-23 10:48:38
5085,2022-05-26 01:11:39
5086,2022-05-25 11:59:40
5087,2022-05-26 23:02:57
5088,2022-05-27 13:15:10
5089,2022-05-21 18:31:01
5090,2022-05-29 18:06:49
5091,2022-05-29 00:15:20
5092,2022-05-27 02:00:35
5093,2022-05-29 11:08:34
5094,2022-05-20 20:49:27
5095,2022-05-24 06:05:51
5096,2022-05-28 15:24:43
5097,2022-05-20 13:52:18
5098,2022-05-29 22:18:37
5099,2022-05-22 00:57:16
5100,2022-05-28 22:46:16
5101,2022-05-24 19:56:35
5102,2022-05-29 21:56:30
5103,2022-05-28 20:10:19
5104,2022-05-29 09:56:04
5105,2022-05-21 16:39:54
5106,2022-05-26 19:01:37
5107,2022-05-28 14:15:57
5108,2022-05-28 00:49:21
5109,2022-05-25 05:01:12
5110,2022-05-20 20:57:56
5111,2022-05-25 10:39:12
5112,2022-05-28 14:50:26
5113,2022-05-23 15:19:18
5114,2022-05-22 12:45:58
5115,2022-05-29 09:51:30
5116,2022-05-30 05:55:37
5117,2022-05-21 05:23:34
5118,2022-05-21 10:52:19
5119,2022-05-20 22:56:29
5120,2022-05-28 12:42:24
5121,2022-05-22 14:13:27
5122,2022-05-23 09:28:47
5123,2022-05-25 04:14:36
5124,2022-05-24 10:22:35
5125,2022-05-26 05:21:48
5126,2022-05-29 16:08:29
5127,2022-05-24 09:14:30
5128,2022-05-20 22:01:10
5129,2022-05-25 22:46:25
5130,2022-05-26 03:58:23
5131,2022-05-20 21:30:14
5132,2022-05-28 05:46:47
5133,2022-05-29 02:27:48
5134,2022-05-26 16:32:15
5135,2022-05-27 18:25:47
5136,2022-05-22 19:01:28
5137,2022-05-23 17:12:34
5138,2022-05-27 06:54:03
5139,2022-05-28 14:17:58
5140,2022-05-28 12:00:37
5141,2022-05-21 05:48:32
5142,2022-05-23 01:06:15
5143,2022-05-23 11:17:37
5144,2022-05-28 03:46:17
5145,2022-05-28 04:42:35
5146,2022-05-24 02:08:41
5147,2022-05-26 00:49:52
5148,2022-05-22 05:05:53
5149,2022-05-24 12:39:13
5150,2022-05-21 18:08:41
5151,2022-05-21 03:55:33
5152,2022-05-25 02:47:20
5153,2022-05-24 23:33:19
5154,2022-05-20 14:55:40
5155,2022-05-27 00:43:09
5156,2022-05-22 15:01:50
5157,2022-05-26 02:27:39
5158,2022-05-27 14:11:51
5159,2022-05-26 05:27:16
5160,2022-05-27 14:49:50
5161,2022-05-25 18:09:19
5162,2022-05-27 07:46:33
5163,2022-05-29 23:52:57
5164,2022-05-24 23:07:26
5165,2022-05-24 09:23:40
5166,2022-05-23 03:01:02
5167,2022-05-21 16:10:46
5168,2022-05-26 03:43:34
5169,2022-05-24 05:06:50
5170,2022-05-28 18:39:27
5171,2022-05-29 06:44:25
5172,2022-05-27 19:15:23
5173,2022-05-25 03:46:11
5174,2022-05-29 08:16:01
5175,2022-05-22 20:58:47
5176,2022-05-30 04:22:09
5177,2022-05-23 11:10:53
5178,2022-05-22 12:36:03
5179,2022-05-27 08:22:01
5180,2022-05-25 19:50:01
5181,2022-05-27 11:44:21
5182,2022-05-25 23:05:19
5183,2022-05-22 11:19:03
5184,2022-05-24 17:37:09
5185,2022-05-30 02:31:14
5186,2022-05-24 15:11:00
5187,2022-05-27 21:43:36
5188,2022-05-25 22:54:20
5189,2022-05-21 14:43:17
5190,2022-05-26 03:52:21
5191,2022-05-23 21:47:51
5192,2022-05-27 15:28:36
5193,2022-05-29 20:46:46
5194,2022-05-26 14:10:01
5195,2022-05-21 22:27:26
5196,2022-05-30 08:47:47
5197,2022-05-26 11:42:40
5198,2022-05-29 18:55:42
5199,2022-05-25 20:45:41
5200,2022-05-25 15:57:13
5201,2022-05-27 11:43:24
5202,2022-05-21 19:41:38
5203,2022-05-23 10:01:29
5204,2022-05-30 08:44:02
5205,2022-05-20 19:37:36
5206,2022-05-22 21:13:40
5207,2022-05-22 23:50:14
5208,2022-05-22 07:02:36
5209,2022-05-22 12:54:07
5210,2022-05-21 22:09:10
5211,2022-05-24 18:56:06
5212,2022-05-21 06:19:29
5213,2022-05-22 09:36:54
5214,2022-05-22 19:56:26
5215,2022-05-22 23:38:26
5216,2022-05-22 15:12:01
5217,2022-05-22 19:18:48
5218,2022-05-25 10:44:49
5219,2022-05-24 14:44:29
5220,2022-05-24 21:58:01
5221,2022-05-20 13:24:36
5222,2022-05-22 11:59:00
5223,2022-05-21 05:15:01
5224,2022-05-24 14:27:33
5225,2022-05-30 06:36:22
5226,2022-05-26 00:19:23
5227,2022-05-28 19:16:08
5228,2022-05-27 19:54:34
5229,2022-05-21 06:12:20
5230,2022-05-26 09:26:29
5231,2022-05-28 06:36:40
5232,2022-05-23 00:41:07
5233,2022-05-25 10:58:23
5234,2022-05-25 22:47:50
5235,2022-05-26 00:58:17
5236,2022-05-23 13:42:08
5237,2022-05-29 05:50:18
5238,2022-05-30 01:26:33
5239,2022-05-22 00:40:41
5240,2022-05-25 07:23:01
5241,2022-05-22 06:42:18
5242,2022-05-23 04:10:56
5243,2022-05-28 10:07:05
5244,2022-05-23 20:14:36
5245,2022-05-27 22:14:38
5246,2022-05-27 18:30:41
5247,2022-05-21 16:42:11
5248,2022-05-23 22:15:51
5249,2022-05-30 06:16:42
5250,2022-05-20 21:49:37
5251,2022-05-27 16:46:39
5252,2022-05-21 04:47:57
5253,2022-05-25 13:14:46
5254,2022-05-29 12:14:46
5255,2022-05-21 08:22:27
5256,2022-05-26 18:55:18
5257,2022-05-27 00:38:20
5258,2022-05-23 16:13:50
5259,2022-05-28 03:37:22
5260,2022-05-23 11:47:12
5261,2022-05-26 23:20:20
5262,2022-05-23 02:45:43
5263,2022-05-27 23:25:56
5264,2022-05-28 17:59:12
5265,2022-05-21 09:24:26
5266,2022-05-28 08:32:02
5267,2022-05-21 14:00:05
5268,2022-05-29 19:08:11
5269,2022-05-21 04:18:09
5270,2022-05-28 05:32:39
5271,2022-05-29 13:07:03
5272,2022-05-24 06:19:08
5273,2022-05-26 01:04:30
5274,2022-05-27 12:34:16
5275,2022-05-24 07:47:45
5276,2022-05-21 18:19:25
5277,2022-05-22 04:39:36
5278,2022-05-21 00:30:02
5279,2022-05-29 17:33:08
5280,2022-05-26 21:33:10
5281,2022-05-26 12:30:57
5282,2022-05-22 20:36:35
5283,2022-05-21 10:34:52
5284,2022-05-28 19:22:34
5285,2022-05-23 21:34:25
5286,2022-05-26 11:45:57
5287,2022-05-29 17:42:38
5288,2022-05-25 04:37:22
5289,2022-05-22 04:30:32
5290,2022-05-26 22:35:01
5291,2022-05-21 19:01:21
5292,2022-05-22 18:20:42
5293,2022-05-29 00:26:43
5294,2022-05-29 19:10:51
5295,2022-05-26 18:57:11
5296,2022-05-24 04:41:16
5297,2022-05-26 23:08:43
5298,2022-05-22 21:50:47
5299,2022-05-30 05:00:22
5300,2022-05-25 16:03:04
5301,2022-05-20 20:30:23
5302,2022-05-25 09:40:36
5303,2022-05-25 18:17:46
5304,2022-05-25 21:31:38
5305,2022-05-21 09:50:50
5306,2022-05-20 23:51:19
5307,2022-05-30 04:31:53
5308,2022-05-30 02:34:58
5309,2022-05-27 23:35:15
5310,2022-05-21 03:10:00
5311,2022-05-22 22:31:09
5312,2022-05-21 05:48:28
5313,2022-05-29 20:07:31
5314,2022-05-23 07:00:11
5315,2022-05-25 19:52:25
5316,2022-05-27 07:31:26
5317,2022-05-21 22:57:01
5318,2022-05-29 23:49:40
5319,2022-05-26 00:20:55
5320,2022-05-25 16:19:38
5321,2022-05-23 20:08:20
5322,2022-05-30 02:35:29
5323,2022-05-30 08:31:21
5324,2022-05-28 02:47:00
5325,2022-05-28 11:29:39
5326,2022-05-28 09:57:05
5327,2022-05-21 22:56:46
5328,2022-05-28 21:56:59
5329,2022-05-29 08:44:34
5330,2022-05-27 12:54:15
5331,2022-05-22 20:05:43
5332,2022-05-24 09:54:27
5333,2022-05-20 17:04:11
5334,2022-05-29 19:26:24
5335,2022-05-28 07:15:39
5336,2022-05-20 23:53:06
5337,2022-05-27 22:24:03
5338,2022-05-26 03:30:10
5339,2022-05-26 15:29:40
5340,2022-05-25 17:21:47
5341,2022-05-24 14:52:23
5342,2022-05-29 10:50:23
5343,2022-05-27 11:48:26
5344,2022-05-22 11:20:19
5345,2022-05-22 23:01:04
5346,2022-05-27 20:03:57
5347,2022-05-24 04:31:39
5348,2022-05-26 10:51:30
5349,2022-05-22 03:59:07
5350,2022-05-26 19:19:42
5351,2022-05-22 06:12:29
5352,2022-05-21 12:11:27
5353,2022-05-22 17:58:45
5354,2022-05-27 13:08:34
5355,2022-05-29 00:10:04
5356,2022-05-25 13:02:11
5357,2022-05-23 08:21:36
5358,2022-05-25 21:03:11
5359,2022-05-27 05:39:58
5360,2022-05-29 21:47:25
5361,2022-05-29 22:34:09
5362,2022-05-30 00:38:52
5363,2022-05-27 17:57:33
5364,2022-05-21 07:11:15
5365,2022-05-25 19:50:56
5366,2022-05-21 17:59:04
5367,2022-05-25 12:06:43
5368,2022-05-28 05:41:08
5369,2022-05-28 03:02:54
5370,2022-05-22 14:13:18
5371,2022-05-21 04:40:33
5372,2022-05-22 05:21:36
5373,2022-05-23 19:34:07
5374,2022-05-23 17:51:38
5375,2022-05-30 04:57:52
5376,2022-05-21 05:46:09
5377,2022-05-20 16:06:14
5378,2022-05-22 13:27:40
5379,2022-05-22 08:23:01
5380,2022-05-26 06:47:35
5381,2022-05-23 08:27:14
5382,2022-05-30 02:19:15
5383,2022-05-26 00:43:13
5384,2022-05-21 16:55:45
5385,2022-05-24 20:16:10
5386,2022-05-30 02:25:07
5387,2022-05-23 00:39:06
5388,2022-05-27 21:02:27
5389,2022-05-26 13:07:15
5390,2022-05-24 00:58:46
5391,2022-05-24 10:34:08
5392,2022-05-29 03:56:29
5393,2022-05-23 22:00:44
5394,2022-05-29 00:30:42
5395,2022-05-27 10:32:49
5396,2022-05-27 23:44:51
5397,2022-05-29 09:44:04
5398,2022-05-27 09:38:47
5399,2022-05-20 20:56:36
5400,2022-05-28 11:47:45
5401,2022-05-24 13:43:37
5402,2022-05-29 12:07:04
5403,2022-05-21 09:32:15
5404,2022-05-25 23:50:00
5405,2022-05-25 13:36:46
5406,2022-05-22 18:26:41
5407,2022-05-20 22:16:56
5408,2022-05-27 15:43:21
5409,2022-05-29 14:33:30
5410,2022-05-27 18:30:45
5411,2022-05-21 09:34:58
5412,2022-05-30 03:40:49
5413,2022-05-26 19:31:35
5414,2022-05-30 04:07:31
5415,2022-05-27 09:16:23
5416,2022-05-27 15:20:42
5417,2022-05-24 23:46:41
5418,2022-05-21 11:47:44
5419,2022-05-23 23:33:32
5420,2022-05-22 13:59:25
5421,2022-05-29 20:39:56
5422,2022-05-21 15:15:25
5423,2022-05-23 11:20:48
5424,2022-05-26 22:59:14
5425,2022-05-25 16:09:21
5426,2022-05-21 20:17:59
5427,2022-05-25 03:48:25
5428,2022-05-25 13:04:03
5429,2022-05-29 08:39:55
5430,2022-05-26 06:12:47
5431,2022-05-25 15:52:26
5432,2022-05-29 11:47:36
5433,2022-05-27 04:59:37
5434,2022-05-24 18:04:33
5435,2022-05-25 18:09:35
5436,2022-05-21 11:07:56
5437,2022-05-24 07:11:46
5438,2022-05-24 08:55:13
5439,2022-05-20 13:59:17
5440,2022-05-26 11:36:17
5441,2022-05-23 20:16:56
5442,2022-05-21 04:48:26
5443,2022-05-26 11:26:30
5444,2022-05-28 11:12:25
5445,2022-05-23 02:50:29
5446,2022-05-25 17:03:26
5447,2022-05-21 12:42:48
5448,2022-05-25 07:40:00
5449,2022-05-27 10:23:14
5450,2022-05-26 00:14:12
5451,2022-05-26 12:01:25
5452,2022-05-21 23:03:41
5453,2022-05-23 19:44:36
5454,2022-05-28 03:50:10
5455,2022-05-29 18:54:05
5456,2022-05-21 09:11:33
5457,2022-05-26 11:30:17
5458,2022-05-25 23:00:13
5459,2022-05-20 22:06:12
5460,2022-05-27 08:46:15
5461,2022-05-24 12:22:49
5462,2022-05-21 11:51:22
5463,2022-05-29 05:44:56
5464,2022-05-29 08:41:56
5465,2022-05-26 16:52:56
5466,2022-05-28 22:41:59
5467,2022-05-21 03:26:40
5468,2022-05-26 17:43:33
5469,2022-05-29 22:57:16
5470,2022-05-29 15:29:54
5471,2022-05-28 01:10:15
5472,2022-05-26 12:03:22
5473,2022-05-29 01:46:55
5474,2022-05-22 09:05:15
5475,2022-05-27 05:27:42
5476,2022-05-24 19:11:49
5477,2022-05-22 12:59:06
5478,2022-05-22 10:44:36
5479,2022-05-28 14:45:31
5480,2022-05-20 16:04:15
5481,2022-05-28 03:38:06
5482,2022-05-22 07:09:00
5483,2022-05-26 21:37:52
5484,2022-05-25 02:27:59
5485,2022-05-23 01:24:55
5486,2022-05-24 00:11:10
5487,2022-05-25 09:35:31
5488,2022-05-23 20:00:06
5489,2022-05-22 21:52:59
5490,2022-05-28 04:29:59
5491,2022-05-21 12:42:08
5492,2022-05-30 06:24:54
5493,2022-05-28 12:16:12
5494,2022-05-26 09:26:15
5495,2022-05-22 07:40:29
5496,2022-05-28 03:06:37
5497,2022-05-26 03:28:47
5498,2022-05-23 10:45:39
5499,2022-05-22 03:46:24
5500,2022-05-24 06:02:24
5501,2022-05-25 14:04:05
5502,2022-05-23 21:09:24
5503,2022-05-23 10:55:28
5504,2022-05-21 22:51:18
5505,2022-05-20 14:13:30
5506,2022-05-21 10:12:14
5507,2022-05-27 04:51:38
5508,2022-05-20 17:07:26
5509,2022-05-21 15:42:27
5510,2022-05-30 03:21:36
5511,2022-05-22 09:35:37
5512,2022-05-21 11:36:55
5513,2022-05-25 16:36:58
5514,2022-05-20 22:56:52
5515,2022-05-26 12:15:00
5516,2022-05-23 01:38:40
5517,2022-05-26 12:23:50
5518,2022-05-24 11:38:46
5519,2022-05-23 03:20:58
5520,2022-05-21 06:00:54
5521,2022-05-29 05:00:19
5522,2022-05-29 15:30:38
5523,2022-05-24 03:10:27
5524,2022-05-23 17:39:18
5525,2022-05-27 07:18:26
5526,2022-05-22 06:40:27
5527,2022-05-27 05:03:25
5528,2022-05-28 06:24:02
5529,2022-05-28 03:19:02
5530,2022-05-28 16:51:13
5531,2022-05-24 04:54:59
5532,2022-05-28 16:44:05
5533,2022-05-24 12:21:11
5534,2022-05-29 05:17:07
5535,2022-05-28 17:13:19
5536,2022-05-20 22:37:30
5537,2022-05-29 04:14:47
5538,2022-05-28 03:49:44
5539,2022-05-28 17:00:52
5540,2022-05-25 17:45:51
5541,2022-05-21 16:55:26
5542,2022-05-29 18:04:26
5543,2022-05-23 21:02:13
5544,2022-05-25 01:51:45
5545,2022-05-27 01:08:17
5546,2022-05-29 12:04:27
5547,2022-05-29 09:31:04
5548,2022-05-28 15:18:53
5549,2022-05-26 05:56:47
5550,2022-05-21 16:56:13
5551,2022-05-23 10:08:49
5552,2022-05-26 17:15:09
5553,2022-05-24 06:56:44
5554,2022-05-20 20:25:47
5555,2022-05-23 05:27:58
5556,2022-05-30 07:08:32
5557,2022-05-21 14:45:00
5558,2022-05-25 04:51:06
5559,2022-05-23 13:32:06
5560,2022-05-22 21:56:23
5561,2022-05-25 11:21:51
5562,2022-05-28 08:25:59
5563,2022-05-25 10:34:07
5564,2022-05-28 21:43:44
5565,2022-05-25 23:21:07
5566,2022-05-22 09:42:17
5567,2022-05-21 04:53:21
5568,2022-05-26 06:53:12
5569,2022-05-27 02:11:01
5570,2022-05-24 03:28:41
5571,2022-05-23 05:02:58
5572,2022-05-28 14:16:09
5573,2022-05-20 13:24:58
5574,2022-05-27 10:02:34
5575,2022-05-20 17:22:38
5576,2022-05-23 14:18:38
5577,2022-05-27 21:54:22
5578,2022-05-23 11:11:07
5579,2022-05-22 03:39:35
5580,2022-05-21 14:14:59
5581,2022-05-25 09:23:49
5582,2022-05-25 00:10:32
5583,2022-05-25 16:11:34
5584,2022-05-28 09:31:37
5585,2022-05-20 22:06:38
5586,2022-05-22 21:48:48
5587,2022-05-27 20:01:10
5588,2022-05-22 18:00:52
5589,2022-05-27 06:21:26
5590,2022-05-24 00:34:24
5591,2022-05-23 02:59:52
5592,2022-05-30 08:24:02
5593,2022-05-26 10:02:29
5594,2022-05-21 14:20:31
5595,2022-05-24 11:06:47
5596,2022-05-25 02:27:40
5597,2022-05-30 02:14:41
5598,2022-05-22 16:43:18
5599,2022-05-27 08:58:38
5600,2022-05-24 19:23:31
5601,2022-05-22 22:18:20
5602,2022-05-24 23:17:21
5603,2022-05-21 17:55:32
5604,2022-05-22 09:49:49
5605,2022-05-26 20:10:18
5606,2022-05-22 19:34:24
5607,2022-05-22 13:54:39
5608,2022-05-29 14:41:25
5609,2022-05-27 10:12:56
5610,2022-05-21 01:33:10
5611,2022-05-20 13:14:45
5612,2022-05-25 22:54:50
5613,2022-05-28 18:52:31
5614,2022-05-20 23:38:24
5615,2022-05-26 21:49:49
5616,2022-05-24 14:41:23
5617,2022-05-26 00:14:11
5618,2022-05-26 20:30:18
5619,2022-05-25 01:14:58
5620,2022-05-22 17:26:01
5621,2022-05-28 23:48:35
5622,2022-05-25 16:04:29
5623,2022-05-23 22:21:29
5624,2022-05-25 09:21:46
5625,2022-05-24 02:50:40
5626,2022-05-30 02:03:46
5627,2022-05-28 10:49:35
5628,2022-05-24 11:44:59
5629,2022-05-23 14:52:05
5630,2022-05-28 21:55:44
5631,2022-05-25 15:18:01
5632,2022-05-24 17:13:51
5633,2022-05-25 12:32:16
5634,2022-05-29 02:03:14
5635,2022-05-27 02:44:13
5636,2022-05-24 14:24:16
5637,2022-05-21 23:56:20
5638,2022-05-21 09:59:38
5639,2022-05-29 13:03:41
5640,2022-05-23 20:22:10
5641,2022-05-27 02:17:46
5642,2022-05-24 13:36:14
5643,2022-05-29 18:04:35
5644,2022-05-23 14:03:10
5645,2022-05-27 23:07:18
5646,2022-05-28 07:32:25
5647,2022-05-28 17:19:21
5648,2022-05-26 05:05:17
5649,2022-05-24 01:06:56
5650,2022-05-23 12:26:55
5651,2022-05-25 06:33:11
5652,2022-05-20 17:17:53
5653,2022-05-24 04:20:48
5654,2022-05-23 11:33:29
5655,2022-05-22 23:57:25
5656,2022-05-24 10:10:23
5657,2022-05-22 17:30:53
5658,2022-05-27 10:39:28
5659,2022-05-23 07:27:56
5660,2022-05-30 02:12:39
5661,2022-05-21 03:31:38
5662,2022-05-24 13:12:35
5663,2022-05-21 14:42:24
5664,2022-05-27 15:02:45
5665,2022-05-23 04:43:26
5666,2022-05-21 11:17:02
5667,2022-05-30 02:28:49
5668,2022-05-29 05:22:32
5669,2022-05-27 14:47:08
5670,2022-05-28 20:40:22
5671,2022-05-23 12:13:33
5672,2022-05-28 10:20:05
5673,2022-05-23 17:21:00
5674,2022-05-25 22:26:48
5675,2022-05-29 13:39:51
5676,2022-05-27 16:02:45
5677,2022-05-29 08:17:12
5678,2022-05-20 12:35:31
5679,2022-05-23 23:04:22
5680,2022-05-26 07:37:53
5681,2022-05-20 19:07:32
5682,2022-05-20 12:14:29
5683,2022-05-24 05:31:59
5684,2022-05-29 05:05:38
5685,2022-05-27 02:22:27
5686,2022-05-28 22:50:24
5687,2022-05-23 12:09:46
5688,2022-05-21 23:06:29
5689,2022-05-25 09:43:17
5690,2022-05-23 12:51:26
5691,2022-05-29 18:43:59
5692,2022-05-20 14:03:16
5693,2022-05-25 23:09:08
5694,2022-05-26 05:33:57
5695,2022-05-26 06:46:22
5696,2022-05-25 21:41:57
5697,2022-05-23 15:09:47
5698,2022-05-22 16:53:36
5699,2022-05-24 17:49:39
5700,2022-05-25 16:47:52
5701,2022-05-23 07:32:06
5702,2022-05-25 22:47:40
5703,2022-05-24 17:16:14
5704,2022-05-28 17:46:37
5705,2022-05-24 14:51:55
5706,2022-05-27 10:42:48
5707,2022-05-29 18:20:57
5708,2022-05-27 21:38:54
5709,2022-05-29 21:32:49
5710,2022-05-25 23:25:23
5711,2022-05-25 06:13:42
5712,2022-05-27 06:44:17
5713,2022-05-25 11:46:44
5714,2022-05-26 01:42:47
5715,2022-05-24 14:04:52
5716,2022-05-26 17:40:21
5717,2022-05-20 18:57:52
5718,2022-05-24 01:42:15
5719,2022-05-26 17:57:24
5720,2022-05-25 14:37:06
5721,2022-05-25 10:13:11
5722,2022-05-28 11:04:30
5723,2022-05-22 22:50:44
5724,2022-05-29 08:48:37
5725,2022-05-25 21:41:26
5726,2022-05-21 06:30:08
5727,2022-05-24 15:20:35
5728,2022-05-25 14:44:07
5729,2022-05-22 13:43:52
